Truck,Digger,Blast,Assigned Dump,Tonnes,A grade,B grade,C grade,D grade,E grade,F grade,G grade,H grade,I grade,Load At,Dump At
RD2815,EX1857,D-09896-101,9,244.6000061,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430665830,1430667279
RD2818,EX1857,D-09896-101,9,219.3000031,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430666002,1430667349
RD1817,EX1857,D-09896-101,9,231.8999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430666338,1430667623
RD2623,EX1857,D-09896-101,9,240.1999969,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430667290,1430668811
RD1726,EX1857,D-09896-101,9,238.8999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430667478,1430668931
RD1817,EX1857,D-09896-101,7,224.5,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430671036,1430672372
RD2120,EX1857,D-09896-101,7,235.1000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430671228,1430672746
RD2820,EX1857,D-09896-101,7,224.6999969,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430671402,1430672720
RD1773,EX1857,D-09896-101,7,232.6000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430671722,1430673036
RD2815,EX1857,D-09896-101,7,240.1999969,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430671954,1430673338
RD2623,EX1857,D-09896-101,7,235.8000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430672200,1430673700
RD1727,EX1857,D-09896-101,7,225.8000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430672410,1430673810
RD1726,EX1857,D-09896-101,7,236.5,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430672632,1430673971
RD1818,EX1857,D-09896-101,7,219.3000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430672834,1430674227
RD2817,EX1857,D-09896-101,7,246.1999969,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430673228,1430674663
RD1725,EX1857,D-09896-101,21,227.6999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430673408,1430674804
RD2618,EX1857,D-09896-101,21,224,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430673590,1430675074
RD2818,EX1857,D-09896-101,7,245.3999939,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430673960,1430675371
RD2815,EX1857,D-09896-101,7,240.3999939,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430674578,1430675816
RD2619,EX1857,D-09896-101,7,226.1000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430674840,1430676226
RD2817,EX1857,D-09896-101,9,225.3999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430677302,1430678677
RD2820,EX1857,D-09896-101,9,239.8000031,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430677550,1430678993
RD1774,EX1857,D-09896-101,9,232,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430677750,1430679067
RD1817,EX1857,D-09896-101,9,230,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430678160,1430679539
RD2815,EX1857,D-09896-101,9,233.3999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430678356,1430679809
RD1773,EX1857,D-09896-101,9,229.1000061,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430678606,1430680025
RD1775,EX1857,D-09896-101,9,219.6999969,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430679204,1430680791
RD2816,EX1857,D-09896-101,9,221.3000031,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430679450,1430680867
RD1725,EX1857,D-09896-101,9,241.3999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430679634,1430680982
RD2119,EX1857,D-09896-101,9,233.6000061,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430679878,1430681239
RD2818,EX1857,D-09896-101,9,221.6000061,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430680082,1430681577
RD1818,EX1857,D-09896-101,11,236.3999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430684344,1430685675
RD1725,EX1857,D-09896-101,11,224.8999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430684528,1430685764
RD1776,EX1857,D-09896-101,11,227.8000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430684788,1430686101
RD1816,EX1857,D-09896-101,11,225,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430684984,1430686199
RD2623,EX1857,D-09896-101,11,223.3999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430685218,1430686471
RD1727,EX1857,D-09896-101,11,224.8000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430685452,1430686828
RD2819,EX1857,D-09896-101,11,231.1999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430685646,1430687009
RD1817,EX1857,D-09896-101,11,220.1000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430685882,1430687103
RD2037,EX1857,D-09896-101,7,225.6999969,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430686088,1430687518
RD2619,EX1857,D-09896-101,7,243.1000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430686294,1430687920
RD2620,EX1857,D-09896-101,7,219.3999939,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430686500,1430687775
RD2622,EX1857,D-09896-101,7,231.8000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430686826,1430688236
RD2131,EX1857,D-09896-101,7,225,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430687031,1430688301
RD2119,EX1857,D-09896-101,7,215.8999939,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430687490,1430688743
RD2623,EX1857,D-09896-101,7,225.6999969,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430687710,1430689074
RD1727,EX1857,D-09896-101,21,229.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430687892,1430689244
RD2819,EX1857,D-09896-101,21,235.3999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430688064,1430689491
RD1773,EX1857,D-09896-101,21,236.8000031,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430688244,1430689577
RD2037,EX1857,D-09896-101,21,206.8000031,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430688440,1430689698
RD2620,EX1857,D-09896-101,7,227.8000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430688652,1430689967
RD2818,EX1857,D-09896-101,7,215.3000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430688840,1430690232
RD2622,EX1857,D-09896-101,7,236.5,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430689422,1430690752
RD1776,EX1857,D-09896-101,7,239.8000031,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430689630,1430691086
RD1774,EX1857,D-09896-101,7,233.6000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430689846,1430691382
RD2623,EX1857,D-09896-101,21,246.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430690094,1430691483
RD1727,EX1857,D-09896-101,21,232.3999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430690312,1430691608
RD2819,EX1857,D-09896-101,21,227.1999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430690508,1430691838
RD2130,EX1857,D-09896-101,21,236.3000031,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430690762,1430692242
RD2618,EX1857,D-09896-101,21,228.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430690958,1430692330
RD2620,EX1857,D-09896-101,7,215.1000061,0.1904562,0.037649563,0.544148922,2.874744797,0.083660382,9.70520401,0.018021292,16,735.1774414,1430691176,1430692548
RD2119,EX1857,D-09896-101,21,229,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430692722,1430694437
RD1774,EX1857,D-09896-101,21,223.6000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430692930,1430694232
RD1773,EX1857,D-09896-101,21,213.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430693101,1430694357
RD1817,EX1857,D-09896-101,21,214.6999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430693276,1430694515
RD2037,EX1857,D-09896-101,21,205.1999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430693442,1430694688
RD2621,EX1857,D-09896-101,21,225,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430693676,1430694895
RD1726,EX1857,D-09896-101,21,225.1000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430693898,1430695094
RD1816,EX1857,D-09896-101,21,229.6999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430694088,1430695297
RD2820,EX1857,D-09896-101,21,219.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430694358,1430695662
RD1776,EX1857,D-09896-101,21,223.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430694566,1430695875
RD2119,EX1857,D-09896-101,21,222.6000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430695810,1430697147
RD1727,EX1857,D-09896-101,21,235.1999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430696016,1430697344
RD2818,EX1857,D-09896-101,21,218,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430696252,1430697625
RD2815,EX1857,D-09896-101,21,228.1999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430696460,1430697824
RD2820,EX1857,D-09896-101,21,228.6000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430696670,1430698074
RD2131,EX1857,D-09896-101,21,226,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430696882,1430698280
RD2817,EX1857,D-09896-101,21,225.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430697146,1430698489
RD2623,EX1857,D-09896-101,21,219.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430697352,1430698689
RD2130,EX1857,D-09896-101,21,219.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430697586,1430698902
RD1775,EX1857,D-09896-101,21,216.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430697812,1430699144
RD1816,EX1857,D-09896-101,21,241.6999969,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430698018,1430699553
RD2037,EX1857,D-09896-101,21,234.5,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430698352,1430699637
RD1727,EX1857,D-09896-101,21,220.8999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430698586,1430699910
RD1726,EX1857,D-09896-101,21,224.3999939,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430703072,1430704335
RD1818,EX1857,D-09896-101,21,234.6000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430703386,1430704760
RD2119,EX1857,D-09896-101,21,239.8000031,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430703668,1430708616
RD2816,EX1857,D-09896-101,21,228,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430703928,1430708832
RD2037,EX1857,D-09896-101,21,237.6000061,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430704274,1430709084
RD2618,EX1857,D-09896-101,21,224.3000031,0.025790656,0.105999994,0.30824964,4.490986633,0.035224092,10.19067383,0.10227248,7.181040192,466.5835938,1430704646,1430709558
RD2621,EX1857,D-09896-101,11,235.3999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430712792,1430713999
RD2119,EX1857,D-09896-101,11,228.3000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430713052,1430714361
RD2623,EX1857,D-09896-101,11,228.6000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430713268,1430714587
RD2816,EX1857,D-09896-101,11,226.1000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430713656,1430714938
RD2815,EX1857,D-09896-101,11,228.8000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430713868,1430715117
RD1817,EX1857,D-09896-101,11,225.3999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430714090,1430715325
RD1773,EX1857,D-09896-101,11,226.1999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430714372,1430715623
RD2131,EX1857,D-09896-101,11,239.1999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430714800,1430716096
RD1726,EX1857,D-09896-101,11,223.1999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430715046,1430716241
RD2622,EX1857,D-09896-101,11,228.8000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430715866,1430717189
RD2815,EX1857,D-09896-101,11,237.8999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430716124,1430717411
RD1774,EX1857,D-09896-101,11,227.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430716528,1430717785
RD1773,EX1857,D-09896-101,11,223.8999939,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430716830,1430718146
RD1725,EX1857,D-09896-101,11,233.1999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430717112,1430718353
RD2120,EX1857,D-09896-101,11,225,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430717370,1430718557
RD1726,EX1857,D-09896-101,11,220.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430717656,1430718835
RD2621,EX1857,D-09896-101,11,224.1000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430717942,1430719093
RD2119,EX1857,D-09896-101,11,250.1000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430718174,1430719443
RD2037,EX1857,D-09896-101,11,221.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430718426,1430721645
RD2815,EX1857,D-09896-101,11,230.6000061,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430718662,1430721417
RD1776,EX1857,D-09896-101,11,225.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430718880,1430721545
RD2819,EX1857,D-09896-101,11,226.8000031,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430720634,1430721973
RD1725,EX1857,D-09896-101,11,223.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430720918,1430722137
RD2820,EX1857,D-09896-101,11,231.6999969,0.292987299,0.041318822,1.130944252,3.090222168,0.102105212,10.4571846,0.030936509,27.81434326,721.3424316,1430721174,1430722569
RD2620,EX1857,D-09896-101,9,230.3999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430730812,1430731383
RD2819,EX1857,D-09896-101,9,247.8999939,0.077999997,0.097117698,0.262803698,2.511081886,0.024593005,5.841769028,0.034222222,6.504043579,940.3291992,1430731427,1430731866
RD1774,EX1857,D-09896-101,7,236.1000061,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430758896,1430760172
RD1726,EX1857,D-09896-101,7,220.6999969,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430759100,1430760362
RD2817,EX1857,D-09896-101,7,223.1999969,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430759320,1430760751
RD2618,EX1857,D-09896-101,7,243.1999969,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430759720,1430761010
RD2820,EX1857,D-09896-101,7,220.3000031,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430760144,1430761387
RD2619,EX1857,D-09896-101,7,222.6000061,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430763788,1430765056
RD2618,EX1857,D-09896-101,7,235.3999939,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430764042,1430765572
RD1815,EX1857,D-09896-101,7,218.8000031,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430764248,1430765802
RD2130,EX1857,D-09896-101,7,222.3999939,0.18991394,0.054301816,0.450549078,2.557390213,0.050593942,7.2206604,0.034507878,7.539253235,825.8545898,1430764544,1430766100
RD1727,EX1857,D-09896-101,12,233.5,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430796604,1430797958
RD2816,EX1857,D-09896-101,12,223.6999969,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430797296,1430798734
RD2819,EX1857,D-09896-101,12,232,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430797494,1430799128
RD2820,EX1857,D-09896-101,12,214.1999969,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430797672,1430799056
RD2618,EX1857,D-09896-101,12,220.8999939,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430798290,1430799880
RD1726,EX1857,D-09896-101,12,226.8999939,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430798488,1430799720
RD1818,EX1857,D-09896-101,12,233,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430799352,1430800550
RD1727,EX1857,D-09896-101,12,230.6999969,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430799574,1430800780
RD2623,EX1857,D-09896-101,12,225,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430799792,1430801110
RD2120,EX1857,D-09896-101,12,229.3999939,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430811286,1430812778
RD2623,EX1857,D-09896-101,12,234.1000061,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430811522,1430812844
RD1816,EX1857,D-09896-101,12,226.1999969,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430811890,1430813186
RD1726,EX1857,D-09896-101,7,234,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430812134,1430813494
RD2618,EX1857,D-09896-101,7,217.1999969,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430812340,1430813816
RD1725,EX1857,D-09896-101,7,237.8999939,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430812574,1430813846
RD1776,EX1857,D-09896-101,7,217.5,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430812792,1430814150
RD2130,EX1857,D-09896-101,12,229.8000031,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430812906,1430814348
RD1727,EX1857,D-09896-101,12,227.3000031,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430813450,1430814802
RD1775,EX1857,D-09896-101,7,225,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430813708,1430815196
RD2816,EX1857,D-09896-101,7,223.6999969,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430813998,1430815300
RD1774,EX1857,D-09896-101,12,232,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430814206,1430815604
RD2037,EX1857,D-09896-101,12,223.3000031,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430814472,1430815708
RD2623,EX1857,D-09896-101,12,214.8000031,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430814666,1430815718
RD2817,EX1857,D-09896-101,7,207.3000031,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430814960,1430816248
RD1776,EX1857,D-09896-101,7,219.3000031,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430815206,1430816566
RD2130,EX1857,D-09896-101,7,212.6999969,0.327750587,0.08977384,0.55601511,3.308370209,0.209869766,18.30156403,0.025981978,13.34688416,606.4883789,1430815468,1430816784
RD2622,EX1857,D-09896-101,12,237.6999969,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430815744,1430817168
RD1725,EX1857,D-09896-101,12,223,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430815966,1430817264
RD2036,EX1857,D-09896-101,12,248.5,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430816042,1430817606
RD2131,EX1857,D-09896-101,12,224.1000061,0.475228071,0.117343855,1.051705265,4.312162399,0.137139571,3.815304184,0.055085771,8.072927856,532.9395508,1430816418,1430817680
RD2619,EX1857,D-09896-101,8,231.1999969,0.290224862,0.102532852,0.639994526,4.397090149,0.161844802,18.67164154,0.06923166,37.85570984,934.0728516,1430816734,1430818052
RD2815,EX1857,D-09896-101,8,228.8999939,0.290224862,0.102532852,0.639994526,4.397090149,0.161844802,18.67164154,0.06923166,37.85570984,934.0728516,1430817080,1430818470
RD2035,EX1857,D-09896-101,8,216.6999969,0.290224862,0.102532852,0.639994526,4.397090149,0.161844802,18.67164154,0.06923166,37.85570984,934.0728516,1430817342,1430818728
